Class	Order	Family	Genus	Species	Metabolic.rate..W.	Body.mass..g.	Temperature..K.	Maximum.longevity..yrs.
Aves	Cuculiformes	Cuculidae	Coccyzus	erythropthalmus	NA	NA	NA	5
Aves	Cuculiformes	Cuculidae	Cuculus	canorus	0.838	111.6	NA	12.9
Aves	Cuculiformes	Cuculidae	Geococcyx	californianus	1.4661	284.7	NA	9
Aves	Cuculiformes	Cuculidae	Saurothera	vieilloti	NA	NA	NA	7.6
Aves	Eurypygiformes	Eurypygidae	Eurypyga	helias	NA	NA	NA	15
Aves	Falconiformes	Falconidae	Caracara	cheriway	NA	NA	NA	25.8
Aves	Falconiformes	Falconidae	Caracara	plancus	NA	NA	NA	37.6
Aves	Falconiformes	Falconidae	Falco	berigora	NA	NA	NA	24
Aves	Falconiformes	Falconidae	Falco	cherrug	NA	NA	NA	15.9
Aves	Falconiformes	Falconidae	Falco	columbarius	NA	NA	NA	12.7
Aves	Falconiformes	Falconidae	Falco	eleonorae	NA	NA	NA	11.2
Aves	Falconiformes	Falconidae	Falco	femoralis	NA	NA	NA	12
Aves	Falconiformes	Falconidae	Falco	mexicanus	NA	NA	NA	17.2
Aves	Falconiformes	Falconidae	Falco	naumanni	NA	NA	NA	10.9
Aves	Falconiformes	Falconidae	Falco	peregrinus	NA	NA	NA	25
Aves	Falconiformes	Falconidae	Falco	punctatus	NA	NA	NA	10
Aves	Falconiformes	Falconidae	Falco	rupicoloides	NA	NA	NA	NA
Aves	Falconiformes	Falconidae	Falco	rusticolus	NA	NA	NA	13.5
Aves	Falconiformes	Falconidae	Falco	sparverius	NA	NA	NA	17
Aves	Falconiformes	Falconidae	Falco	subbuteo	1.3014	208	NA	14.9
Aves	Falconiformes	Falconidae	Falco	tinnunculus	NA	NA	NA	23.8
Aves	Falconiformes	Falconidae	Falco	vespertinus	NA	NA	NA	13.2
Aves	Galliformes	Cracidae	Crax	globulosa	NA	NA	NA	20
Aves	Galliformes	Cracidae	Crax	rubra	NA	NA	NA	24
Aves	Galliformes	Cracidae	Mitu	tuberosum	NA	NA	NA	23
Aves	Galliformes	Cracidae	Ortalis	vetula	NA	NA	NA	8.8
Aves	Galliformes	Megapodiidae	Alectura	lathami	NA	NA	NA	12.5
Aves	Galliformes	Megapodiidae	Macrocephalon	maleo	NA	NA	NA	23
Aves	Galliformes	Numididae	Numida	meleagris	NA	NA	NA	NA
Aves	Galliformes	Odontophoridae	Callipepla	californica	NA	NA	NA	9.6
Aves	Galliformes	Odontophoridae	Callipepla	gambelii	0.755	126.1	NA	7.4
Aves	Galliformes	Odontophoridae	Colinus	virginianus	NA	NA	NA	6.4
Aves	Galliformes	Phasianidae	Alectoris	rufa	NA	NA	NA	6.2
Aves	Galliformes	Phasianidae	Bonasa	umbellus	2.3894	644	NA	11
Aves	Galliformes	Phasianidae	Centrocercus	urophasianus	NA	NA	NA	7
Aves	Galliformes	Phasianidae	Chrysolophus	amherstiae	NA	NA	NA	19.6
Aves	Galliformes	Phasianidae	Chrysolophus	pictus	NA	NA	NA	13.4
Aves	Galliformes	Phasianidae	Coturnix	chinensis	NA	NA	NA	5
Aves	Galliformes	Phasianidae	Coturnix	coturnix	0.891	97	NA	14.6
Aves	Galliformes	Phasianidae	Coturnix	japonica	NA	NA	NA	6
Aves	Galliformes	Phasianidae	Dendragapus	obscurus	4.957	1131	NA	14
Aves	Galliformes	Phasianidae	Falcipennis	canadensis	NA	NA	NA	13
Aves	Galliformes	Phasianidae	Francolinus	francolinus	NA	NA	NA	7
Aves	Galliformes	Phasianidae	Francolinus	pondicerianus	NA	NA	NA	8
Aves	Galliformes	Phasianidae	Gallus	gallus	6.005	2710	NA	30
Aves	Galliformes	Phasianidae	Lagopus	lagopus	2.872	567	NA	9
Aves	Galliformes	Phasianidae	Lagopus	leucura	NA	NA	NA	15
Aves	Galliformes	Phasianidae	Lagopus	muta	NA	NA	NA	NA
Aves	Galliformes	Phasianidae	Lyrurus	tetrix	NA	NA	NA	12.2
Aves	Galliformes	Phasianidae	Meleagris	gallopavo	NA	NA	NA	13
Aves	Galliformes	Phasianidae	Pavo	cristatus	NA	NA	NA	23.2
Aves	Galliformes	Phasianidae	Perdix	perdix	2.1783	501	NA	5.2
Aves	Galliformes	Phasianidae	Phasianus	colchicus	NA	NA	NA	27
Aves	Galliformes	Phasianidae	Polyplectron	napoleonis	NA	NA	NA	15
Aves	Galliformes	Phasianidae	Syrmaticus	reevesii	NA	NA	NA	9.2
Aves	Galliformes	Phasianidae	Tetrastes	bonasia	NA	NA	NA	7.2
Aves	Galliformes	Phasianidae	Tympanuchus	cupido	NA	NA	NA	5
Aves	Galliformes	Phasianidae	Tympanuchus	pallidicinctus	NA	NA	NA	13.5
Aves	Galliformes	Phasianidae	Tympanuchus	phasianellus	NA	NA	NA	7.5
Aves	Gaviiformes	Gaviidae	Gavia	adamsii	NA	NA	NA	NA
Aves	Gaviiformes	Gaviidae	Gavia	arctica	NA	NA	NA	28
Aves	Gaviiformes	Gaviidae	Gavia	immer	NA	NA	NA	24.1
Aves	Gaviiformes	Gaviidae	Gavia	stellata	NA	NA	NA	24
Aves	Gruiformes	Gruidae	Anthropoides	virgo	NA	NA	NA	27
Aves	Gruiformes	Gruidae	Balearica	regulorum	NA	NA	NA	27.2
Aves	Gruiformes	Gruidae	Grus	americana	NA	NA	NA	40
Aves	Gruiformes	Gruidae	Grus	antigone	NA	NA	NA	41.8
Aves	Gruiformes	Gruidae	Grus	canadensis	NA	NA	NA	36.6
Aves	Gruiformes	Gruidae	Grus	grus	NA	NA	NA	43
Aves	Gruiformes	Gruidae	Grus	japonensis	NA	NA	NA	25.2
Aves	Gruiformes	Gruidae	Grus	leucogeranus	NA	NA	NA	36.2
Aves	Gruiformes	Gruidae	Grus	monacha	NA	NA	NA	24
Aves	Gruiformes	Gruidae	Grus	rubicunda	NA	NA	NA	33
Aves	Gruiformes	Gruidae	Grus	vipio	NA	NA	NA	45
Aves	Gruiformes	Rallidae	Fulica	americana	NA	NA	NA	22.3
Aves	Gruiformes	Rallidae	Fulica	atra	2.039	412	NA	20.6
Aves	Gruiformes	Rallidae	Gallinula	chloropus	NA	NA	NA	18.6
Aves	Gruiformes	Rallidae	Gallirallus	australis	NA	NA	NA	13.8
Aves	Gruiformes	Rallidae	Rallus	aquaticus	NA	NA	NA	8.9
Aves	Gruiformes	Rallidae	Rallus	longirostris	NA	NA	NA	7.5
Aves	Musophagiformes	Musophagidae	Tauraco	leucotis	NA	NA	NA	12.4
Aves	Otidiformes	Otididae	Chlamydotis	undulata	NA	NA	NA	NA
Aves	Otidiformes	Otididae	Otis	tarda	NA	NA	NA	28.3
Aves	Passeriformes	Acanthizidae	Sericornis	frontalis	NA	NA	NA	17.6
Aves	Passeriformes	Acrocephalidae	Acrocephalus	arundinaceus	0.257	21.9	NA	10.1
Aves	Passeriformes	Acrocephalidae	Acrocephalus	dumetorum	NA	NA	NA	7.8
Aves	Passeriformes	Acrocephalidae	Acrocephalus	familiaris	NA	NA	NA	NA
Aves	Passeriformes	Acrocephalidae	Acrocephalus	melanopogon	NA	NA	NA	11.2
Aves	Passeriformes	Acrocephalidae	Acrocephalus	palustris	0.203	10.8	NA	9.8
Aves	Passeriformes	Acrocephalidae	Acrocephalus	schoenobaenus	0.218	11.5	NA	11.8
Aves	Passeriformes	Acrocephalidae	Acrocephalus	scirpaceus	NA	NA	NA	14
Aves	Passeriformes	Acrocephalidae	Acrocephalus	sechellensis	NA	NA	NA	17
Aves	Passeriformes	Acrocephalidae	Acrocephalus	stentoreus	NA	NA	NA	10.6
Aves	Passeriformes	Acrocephalidae	Hippolais	icterina	0.252	12.5	NA	10.8
Aves	Passeriformes	Acrocephalidae	Hippolais	polyglotta	NA	NA	NA	8.9
Aves	Passeriformes	Acrocephalidae	Iduna	pallida	NA	NA	NA	7.9
Aves	Passeriformes	Aegithalidae	Aegithalos	caudatus	0.199	8.9	NA	11.1
Aves	Passeriformes	Aegithalidae	Psaltriparus	minimus	0.122375	5.5	NA	9.1
Aves	Passeriformes	Alaudidae	Alauda	arvensis	0.722	31.7	NA	10.1
Aves	Passeriformes	Alaudidae	Eremophila	alpestris	0.3133	26	NA	8
Aves	Passeriformes	Alaudidae	Galerida	cristata	NA	NA	NA	11.6
Aves	Passeriformes	Alaudidae	Lullula	arborea	0.572	25.5	NA	6
Aves	Passeriformes	Bombycillidae	Bombycilla	cedrorum	NA	NA	NA	8.2
Aves	Passeriformes	Bombycillidae	Bombycilla	garrulus	0.9566	72.5	NA	13.5
Aves	Passeriformes	Cardinalidae	Cardinalis	cardinalis	0.5163	41	NA	28.5
Aves	Passeriformes	Cardinalidae	Cardinalis	sinuatus	0.396495	32	NA	NA
Aves	Passeriformes	Cardinalidae	Cyanocompsa	parellina	NA	NA	NA	10.8
Aves	Passeriformes	Cardinalidae	Passerina	amoena	NA	NA	NA	9.9
Aves	Passeriformes	Cardinalidae	Passerina	caerulea	NA	NA	NA	10.2
Aves	Passeriformes	Cardinalidae	Passerina	ciris	NA	NA	NA	12
Aves	Passeriformes	Cardinalidae	Passerina	cyanea	NA	NA	NA	11
Aves	Passeriformes	Cardinalidae	Pheucticus	ludovicianus	NA	NA	NA	24
Aves	Passeriformes	Cardinalidae	Pheucticus	melanocephalus	NA	NA	NA	25
Aves	Passeriformes	Cardinalidae	Spiza	americana	NA	NA	NA	4.8
Aves	Passeriformes	Certhiidae	Certhia	americana	NA	NA	NA	NA
Aves	Passeriformes	Certhiidae	Certhia	brachydactyla	NA	NA	NA	NA
Aves	Passeriformes	Certhiidae	Certhia	familiaris	NA	NA	NA	8.2
Aves	Passeriformes	Cettiidae	Cettia	cetti	NA	NA	NA	9.3
Aves	Passeriformes	Cinclidae	Cinclus	cinclus	NA	NA	NA	10.6
Aves	Passeriformes	Cinclidae	Cinclus	mexicanus	NA	NA	NA	8.1
Aves	Passeriformes	Coerebidae	Coereba	flaveola	NA	NA	NA	8.6
Aves	Passeriformes	Corcoracidae	Corcorax	melanoramphos	NA	NA	NA	16.3
Aves	Passeriformes	Corcoracidae	Struthidea	cinerea	NA	NA	NA	25
Aves	Passeriformes	Corvidae	Aphelocoma	californica	NA	NA	NA	15.8
Aves	Passeriformes	Corvidae	Aphelocoma	coerulescens	NA	NA	NA	15
Aves	Passeriformes	Corvidae	Aphelocoma	insularis	NA	NA	NA	15.3
Aves	Passeriformes	Corvidae	Aphelocoma	ultramarina	NA	NA	NA	25
Aves	Passeriformes	Corvidae	Coloeus	monedula	NA	NA	NA	20.3
Aves	Passeriformes	Corvidae	Corvus	brachyrhynchos	NA	NA	NA	20
Aves	Passeriformes	Corvidae	Corvus	caurinus	NA	NA	NA	16.7
Aves	Passeriformes	Corvidae	Corvus	corax	5.5656	1203	NA	69
Aves	Passeriformes	Corvidae	Corvus	cornix	NA	NA	NA	16.8
Aves	Passeriformes	Corvidae	Corvus	corone	3.3531	518	NA	19.2
Aves	Passeriformes	Corvidae	Corvus	coronoides	NA	NA	NA	21.8
Aves	Passeriformes	Corvidae	Corvus	cryptoleucus	3.86705	640	NA	21.8
Aves	Passeriformes	Corvidae	Corvus	frugilegus	2.6433	390	NA	22.9
Aves	Passeriformes	Corvidae	Corvus	hawaiiensis	NA	NA	NA	25
Aves	Passeriformes	Corvidae	Corvus	ossifragus	NA	NA	NA	14.5
Aves	Passeriformes	Corvidae	Cyanocitta	cristata	NA	NA	NA	26.2
Aves	Passeriformes	Corvidae	Cyanocitta	stelleri	NA	NA	NA	16.1
Aves	Passeriformes	Corvidae	Cyanocorax	caeruleus	NA	NA	NA	36
Aves	Passeriformes	Corvidae	Cyanocorax	yncas	NA	NA	NA	NA
Aves	Passeriformes	Corvidae	Garrulus	glandarius	1.39997	153	NA	17.9
Aves	Passeriformes	Corvidae	Gymnorhinus	cyanocephalus	NA	NA	NA	14.6
Aves	Passeriformes	Corvidae	Nucifraga	caryocatactes	1.346	147	NA	16.2
Aves	Passeriformes	Corvidae	Nucifraga	columbiana	NA	NA	NA	17.4
Aves	Passeriformes	Corvidae	Perisoreus	canadensis	NA	NA	NA	19.2
Aves	Passeriformes	Corvidae	Perisoreus	infaustus	NA	NA	NA	17.9
Aves	Passeriformes	Corvidae	Pica	hudsonia	1.196	158.9	NA	20
Aves	Passeriformes	Corvidae	Pica	nuttalli	1.471	151.9	NA	10
Aves	Passeriformes	Corvidae	Pica	pica	NA	NA	NA	21.7
Aves	Passeriformes	Corvidae	Pyrrhocorax	graculus	NA	NA	NA	24.4
Aves	Passeriformes	Corvidae	Pyrrhocorax	pyrrhocorax	NA	NA	NA	20.3
Aves	Passeriformes	Cotingidae	Rupicola	rupicola	NA	NA	NA	7
Aves	Passeriformes	Emberizidae	Aimophila	aestivalis	NA	NA	NA	3.9
Aves	Passeriformes	Emberizidae	Aimophila	ruficeps	NA	NA	NA	5.1
Aves	Passeriformes	Emberizidae	Ammodramus	bairdii	NA	NA	NA	NA
Aves	Passeriformes	Emberizidae	Ammodramus	caudacutus	NA	NA	NA	10
Aves	Passeriformes	Emberizidae	Ammodramus	henslowii	NA	NA	NA	6.5
Aves	Passeriformes	Emberizidae	Ammodramus	leconteii	NA	NA	NA	4.1
Aves	Passeriformes	Emberizidae	Ammodramus	maritimus	NA	NA	NA	9
Aves	Passeriformes	Emberizidae	Ammodramus	nelsoni	NA	NA	NA	7.1
Aves	Passeriformes	Emberizidae	Ammodramus	savannarum	0.1796	13.8	NA	9.1
Aves	Passeriformes	Emberizidae	Amphispiza	belli	NA	NA	NA	9.1
Aves	Passeriformes	Emberizidae	Amphispiza	bilineata	0.1988	11.6	NA	6
Aves	Passeriformes	Emberizidae	Arremonops	rufivirgatus	NA	NA	NA	8.2
Aves	Passeriformes	Emberizidae	Calamospiza	melanocorys	NA	NA	NA	4.8
Aves	Passeriformes	Emberizidae	Calcarius	lapponicus	NA	NA	NA	6
Aves	Passeriformes	Emberizidae	Calcarius	pictus	NA	NA	NA	5
Aves	Passeriformes	Emberizidae	Chondestes	grammacus	NA	NA	NA	7.8
Aves	Passeriformes	Emberizidae	Emberiza	aureola	NA	NA	NA	7
Aves	Passeriformes	Emberizidae	Emberiza	calandra	NA	NA	NA	10.6
Aves	Passeriformes	Emberizidae	Emberiza	cirlus	NA	NA	NA	6.1
Aves	Passeriformes	Emberizidae	Emberiza	citrinella	0.436	26.8	NA	13.2
Aves	Passeriformes	Emberizidae	Emberiza	hortulana	0.407	27	NA	6.8
Aves	Passeriformes	Emberizidae	Emberiza	melanocephala	NA	NA	NA	11
Aves	Passeriformes	Emberizidae	Emberiza	schoeniclus	0.3	17.6	NA	12.2
Aves	Passeriformes	Emberizidae	Junco	hyemalis	0.2959	18	NA	11.3
Aves	Passeriformes	Emberizidae	Junco	phaeonotus	NA	NA	NA	6.6
Aves	Passeriformes	Emberizidae	Loxigilla	portoricensis	NA	NA	NA	15.6
Aves	Passeriformes	Emberizidae	Melospiza	georgiana	0.211	14.9	NA	7.8
Aves	Passeriformes	Emberizidae	Melospiza	lincolnii	NA	NA	NA	7.6
Aves	Passeriformes	Emberizidae	Melospiza	melodia	0.25	19.1	NA	11.3
Aves	Passeriformes	Emberizidae	Passerculus	sandwichensis	0.221	15.9	NA	18
Aves	Passeriformes	Emberizidae	Passerella	iliaca	NA	NA	NA	10.3
Aves	Passeriformes	Emberizidae	Pipilo	aberti	0.73425	46.6	NA	8.6
Aves	Passeriformes	Emberizidae	Pipilo	chlorurus	NA	NA	NA	7.7
Aves	Passeriformes	Emberizidae	Pipilo	crissalis	NA	NA	NA	12.8
Aves	Passeriformes	Emberizidae	Pipilo	erythrophthalmus	NA	NA	NA	12.3
Aves	Passeriformes	Emberizidae	Pipilo	fuscus	0.670615	43.7	NA	12.8
Aves	Passeriformes	Emberizidae	Pipilo	maculatus	NA	NA	NA	11
Aves	Passeriformes	Emberizidae	Plectrophenax	hyperboreus	NA	NA	NA	4.8
Aves	Passeriformes	Emberizidae	Plectrophenax	nivalis	NA	NA	NA	9.6
Aves	Passeriformes	Emberizidae	Pooecetes	gramineus	0.27412	21.5	NA	7.9
Aves	Passeriformes	Emberizidae	Spizella	arborea	NA	NA	NA	10.8
Aves	Passeriformes	Emberizidae	Spizella	breweri	NA	NA	NA	6.2
Aves	Passeriformes	Emberizidae	Spizella	pallida	NA	NA	NA	6.9
Aves	Passeriformes	Emberizidae	Spizella	passerina	0.1945	11.9	NA	11.8
Aves	Passeriformes	Emberizidae	Spizella	pusilla	NA	NA	NA	10.3
Aves	Passeriformes	Emberizidae	Sporophila	torqueola	NA	NA	NA	11.7
Aves	Passeriformes	Emberizidae	Zonotrichia	albicollis	0.278	20.2	NA	14.9
Aves	Passeriformes	Emberizidae	Zonotrichia	atricapilla	NA	NA	NA	10.5
Aves	Passeriformes	Emberizidae	Zonotrichia	leucophrys	0.336	26.1	NA	13.3
Aves	Passeriformes	Emberizidae	Zonotrichia	querula	0.4552	33.3	NA	11.7
Aves	Passeriformes	Estrildidae	Erythrura	gouldiae	NA	NA	NA	6
Aves	Passeriformes	Estrildidae	Lonchura	oryzivora	NA	NA	NA	NA
Aves	Passeriformes	Estrildidae	Lonchura	striata	0.21538	10.3	NA	10
Aves	Passeriformes	Estrildidae	Taeniopygia	guttata	NA	NA	314.15	12
Aves	Passeriformes	Fringillidae	Carduelis	cannabina	NA	NA	NA	9.4
Aves	Passeriformes	Fringillidae	Carduelis	carduelis	NA	NA	NA	27
Aves	Passeriformes	Fringillidae	Carduelis	chloris	NA	NA	NA	13.6
Aves	Passeriformes	Fringillidae	Carduelis	citrinella	NA	NA	NA	NA
Aves	Passeriformes	Fringillidae	Carduelis	flammea	0.2888	14	NA	12.2
Aves	Passeriformes	Fringillidae	Carduelis	flavirostris	NA	NA	NA	6.1
Aves	Passeriformes	Fringillidae	Carduelis	hornemanni	NA	NA	NA	6.8
Aves	Passeriformes	Fringillidae	Carduelis	pinus	0.3003	14	NA	11
Aves	Passeriformes	Fringillidae	Carduelis	psaltria	NA	NA	NA	5.7
Aves	Passeriformes	Fringillidae	Carduelis	spinus	NA	NA	NA	13.5
Aves	Passeriformes	Fringillidae	Carduelis	tristis	0.4108	13.6	NA	13
Aves	Passeriformes	Fringillidae	Carpodacus	cassinii	0.339	27.4	NA	7
Aves	Passeriformes	Fringillidae	Carpodacus	erythrinus	0.358	21.6	NA	9
Aves	Passeriformes	Fringillidae	Carpodacus	mexicanus	0.3108	20.4	NA	11.6
Aves	Passeriformes	Fringillidae	Carpodacus	purpureus	NA	NA	NA	14
Aves	Passeriformes	Fringillidae	Coccothraustes	coccothraustes	NA	NA	NA	12.6
Aves	Passeriformes	Fringillidae	Coccothraustes	vespertinus	0.7294	54.5	NA	17
Aves	Passeriformes	Fringillidae	Fringilla	coelebs	0.373	21	NA	29
Aves	Passeriformes	Fringillidae	Fringilla	montifringilla	0.383	21	NA	14.8
Aves	Passeriformes	Fringillidae	Hemignathus	kauaiensis	NA	NA	NA	9
Aves	Passeriformes	Fringillidae	Hemignathus	munroi	NA	NA	NA	13
Aves	Passeriformes	Fringillidae	Hemignathus	parvus	NA	NA	NA	9.5
Aves	Passeriformes	Fringillidae	Hemignathus	virens	NA	NA	NA	12
Aves	Passeriformes	Fringillidae	Himatione	sanguinea	0.3	13.5	NA	11
Aves	Passeriformes	Fringillidae	Leucosticte	atrata	NA	NA	NA	8.6
Aves	Passeriformes	Fringillidae	Leucosticte	australis	NA	NA	NA	5.9
Aves	Passeriformes	Fringillidae	Leucosticte	tephrocotis	NA	NA	NA	6.6
Aves	Passeriformes	Fringillidae	Loxia	curvirostra	0.607	39.4	NA	16.1
Aves	Passeriformes	Fringillidae	Loxia	leucoptera	0.46992	29.8	NA	4
Aves	Passeriformes	Fringillidae	Loxioides	bailleui	NA	NA	NA	13
Aves	Passeriformes	Fringillidae	Loxops	coccineus	NA	NA	NA	10
Aves	Passeriformes	Fringillidae	Melamprosops	phaeosoma	NA	NA	NA	9.2
Aves	Passeriformes	Fringillidae	Palmeria	dolei	NA	NA	NA	9.2
Aves	Passeriformes	Fringillidae	Paroreomyza	montana	NA	NA	NA	NA
Aves	Passeriformes	Fringillidae	Pinicola	enucleator	NA	NA	NA	9.8
Aves	Passeriformes	Fringillidae	Pyrrhula	pyrrhula	NA	NA	NA	17.5
Aves	Passeriformes	Fringillidae	Serinus	canaria	0.230065	13.3	314.15	24
Aves	Passeriformes	Fringillidae	Serinus	serinus	NA	NA	NA	NA
Aves	Passeriformes	Fringillidae	Telespiza	cantans	NA	NA	NA	12
Aves	Passeriformes	Fringillidae	Telespiza	ultima	NA	NA	NA	12
Aves	Passeriformes	Fringillidae	Vestiaria	coccinea	NA	NA	NA	8.8
Aves	Passeriformes	Hirundinidae	Cecropis	daurica	NA	NA	NA	9
Aves	Passeriformes	Hirundinidae	Delichon	urbicum	NA	NA	NA	15
Aves	Passeriformes	Hirundinidae	Hirundo	rustica	0.3158	18	NA	16
Aves	Passeriformes	Hirundinidae	Petrochelidon	fulva	NA	NA	NA	12.2
Aves	Passeriformes	Hirundinidae	Petrochelidon	pyrrhonota	NA	NA	NA	11.8
Aves	Passeriformes	Hirundinidae	Progne	subis	NA	NA	NA	13.8
Aves	Passeriformes	Hirundinidae	Riparia	riparia	0.2328	13.6	NA	10
Aves	Passeriformes	Hirundinidae	Stelgidopteryx	ruficollis	NA	NA	NA	5.9
Aves	Passeriformes	Hirundinidae	Stelgidopteryx	serripennis	NA	NA	NA	5.9
Aves	Passeriformes	Hirundinidae	Tachycineta	bicolor	NA	NA	NA	12.1
Aves	Passeriformes	Hirundinidae	Tachycineta	thalassina	NA	NA	NA	9.1
Aves	Passeriformes	Icteridae	Agelaius	phoeniceus	NA	NA	NA	20
Aves	Passeriformes	Icteridae	Agelaius	tricolor	NA	NA	NA	13.2
Aves	Passeriformes	Icteridae	Agelaius	xanthomus	NA	NA	NA	12.6
Aves	Passeriformes	Icteridae	Dolichonyx	oryzivorus	NA	NA	NA	9
Aves	Passeriformes	Icteridae	Euphagus	carolinus	NA	NA	NA	8.8
Aves	Passeriformes	Icteridae	Euphagus	cyanocephalus	NA	NA	NA	12.5
Aves	Passeriformes	Icteridae	Icterus	bullockii	NA	NA	NA	8.9
Aves	Passeriformes	Icteridae	Icterus	cucullatus	NA	NA	NA	6
Aves	Passeriformes	Icteridae	Icterus	galbula	0.5052	37.5	NA	14
Aves	Passeriformes	Icteridae	Icterus	leucopteryx	NA	NA	NA	12.2
Aves	Passeriformes	Icteridae	Icterus	parisorum	NA	NA	NA	6.4
Aves	Passeriformes	Icteridae	Icterus	pectoralis	NA	NA	NA	11.6
Aves	Passeriformes	Icteridae	Icterus	spurius	NA	NA	NA	17.7
Aves	Passeriformes	Icteridae	Molothrus	aeneus	NA	NA	NA	NA
Aves	Passeriformes	Icteridae	Molothrus	ater	0.6315	42.5	NA	16.9
Aves	Passeriformes	Icteridae	Quiscalus	major	NA	NA	NA	13.9
Aves	Passeriformes	Icteridae	Quiscalus	mexicanus	NA	NA	NA	12.5
Aves	Passeriformes	Icteridae	Quiscalus	quiscula	NA	NA	NA	23.1
Aves	Passeriformes	Icteridae	Sturnella	magna	NA	NA	NA	12.6
Aves	Passeriformes	Icteridae	Sturnella	neglecta	NA	NA	NA	10
Aves	Passeriformes	Icteridae	Xanthocephalus	xanthocephalus	NA	NA	NA	18
Aves	Passeriformes	Laniidae	Lanius	collurio	0.383	27	NA	10.1
Aves	Passeriformes	Laniidae	Lanius	excubitor	0.8161	72.4	NA	12
Aves	Passeriformes	Laniidae	Lanius	ludovicianus	NA	NA	NA	12.5
Aves	Passeriformes	Laniidae	Lanius	senator	NA	NA	NA	5.7
Aves	Passeriformes	Leiothrichidae	Leiothrix	lutea	NA	NA	NA	15
Aves	Passeriformes	Leiothrichidae	Turdoides	squamiceps	NA	NA	NA	13.5
Aves	Passeriformes	Leiothrichidae	Turdoides	striata	NA	NA	NA	16.5
Aves	Passeriformes	Locustellidae	Locustella	fluviatilis	NA	NA	NA	6.9
Aves	Passeriformes	Locustellidae	Locustella	luscinioides	NA	NA	NA	9.8
Aves	Passeriformes	Locustellidae	Locustella	naevia	NA	NA	NA	5.9
Aves	Passeriformes	Maluridae	Malurus	cyaneus	NA	NA	NA	10.4
Aves	Passeriformes	Mimidae	Dumetella	carolinensis	NA	NA	NA	17.9
Aves	Passeriformes	Mimidae	Margarops	fuscatus	NA	NA	NA	10.6
Aves	Passeriformes	Mimidae	Mimus	polyglottos	NA	NA	NA	20
Aves	Passeriformes	Mimidae	Toxostoma	bendirei	NA	NA	NA	9.5
Aves	Passeriformes	Mimidae	Toxostoma	crissale	NA	NA	NA	4.8
Aves	Passeriformes	Mimidae	Toxostoma	curvirostre	NA	NA	NA	10.8
Aves	Passeriformes	Mimidae	Toxostoma	lecontei	NA	NA	NA	5.7
Aves	Passeriformes	Mimidae	Toxostoma	longirostre	NA	NA	NA	7.8
Aves	Passeriformes	Mimidae	Toxostoma	redivivum	NA	NA	NA	6.9
Aves	Passeriformes	Mimidae	Toxostoma	rufum	NA	NA	NA	12.8
Aves	Passeriformes	Monarchidae	Chasiempis	sandwichensis	NA	NA	NA	17.8
Aves	Passeriformes	Motacillidae	Anthus	cervinus	NA	NA	NA	4.5
Aves	Passeriformes	Motacillidae	Anthus	petrosus	NA	NA	NA	10.9
Aves	Passeriformes	Motacillidae	Anthus	pratensis	0.3	18.9	NA	8.8
Aves	Passeriformes	Motacillidae	Anthus	rubescens	NA	NA	NA	5.1
Aves	Passeriformes	Motacillidae	Anthus	spinoletta	NA	NA	NA	8.8
Aves	Passeriformes	Motacillidae	Anthus	trivialis	0.339	19.7	NA	8.8
Aves	Passeriformes	Motacillidae	Motacilla	alba	0.3	18	NA	13.7
Aves	Passeriformes	Motacillidae	Motacilla	cinerea	NA	NA	NA	8
Aves	Passeriformes	Motacillidae	Motacilla	flava	0.257	14.7	NA	8.8
Aves	Passeriformes	Muscicapidae	Copsychus	malabaricus	NA	NA	NA	7
Aves	Passeriformes	Muscicapidae	Erithacus	rubecula	0.281	17.6	NA	19.3
Aves	Passeriformes	Muscicapidae	Erythropygia	galactotes	NA	NA	NA	7
Aves	Passeriformes	Muscicapidae	Ficedula	albicollis	NA	NA	NA	9.8
Aves	Passeriformes	Muscicapidae	Ficedula	hypoleuca	0.232	11.7	NA	15
Aves	Passeriformes	Muscicapidae	Luscinia	luscinia	NA	NA	NA	8.9
Aves	Passeriformes	Muscicapidae	Luscinia	megarhynchos	NA	NA	NA	10.9
Aves	Passeriformes	Muscicapidae	Luscinia	svecica	NA	NA	NA	11.4
Aves	Passeriformes	Muscicapidae	Muscicapa	striata	0.2476	14.4	NA	11.8
Aves	Passeriformes	Muscicapidae	Oenanthe	hispanica	NA	NA	NA	4.9
Aves	Passeriformes	Muscicapidae	Oenanthe	oenanthe	NA	NA	NA	10.1
Aves	Passeriformes	Muscicapidae	Phoenicurus	ochruros	NA	NA	NA	10.2
Aves	Passeriformes	Muscicapidae	Phoenicurus	phoenicurus	NA	NA	NA	10.2
Aves	Passeriformes	Muscicapidae	Saxicola	rubetra	NA	NA	NA	6.9
Aves	Passeriformes	Muscicapidae	Saxicola	torquatus	NA	NA	NA	8.8
Aves	Passeriformes	Nectariniidae	Cinnyris	asiaticus	NA	NA	NA	22
Aves	Passeriformes	Oriolidae	Oriolus	oriolus	NA	NA	NA	14.8
Aves	Passeriformes	Oriolidae	Oriolus	xanthornus	NA	NA	NA	15.5
Aves	Passeriformes	Oriolidae	Sphecotheres	viridis	NA	NA	NA	18
Aves	Passeriformes	Panuridae	Panurus	biarmicus	NA	NA	NA	7.1
Aves	Passeriformes	Paradisaeidae	Paradisaea	apoda	NA	NA	NA	12.1
