Class	Order	Family	Genus	Species	Metabolic.rate..W.	Body.mass..g.	Temperature..K.	Maximum.longevity..yrs.
Aves	Psittaciformes	Psittacidae	Brotogeris	chiriri	NA	NA	NA	19
Aves	Psittaciformes	Psittacidae	Brotogeris	pyrrhoptera	NA	NA	NA	11.3
Aves	Psittaciformes	Psittacidae	Brotogeris	sanctithomae	NA	NA	NA	13.2
Aves	Psittaciformes	Psittacidae	Brotogeris	tirica	NA	NA	NA	11
Aves	Psittaciformes	Psittacidae	Brotogeris	versicolurus	NA	NA	NA	10.3
Aves	Psittaciformes	Psittacidae	Cacatua	alba	NA	NA	NA	26.9
Aves	Psittaciformes	Psittacidae	Cacatua	ducorpsii	NA	NA	NA	30.5
Aves	Psittaciformes	Psittacidae	Cacatua	galerita	3.419	776.1	NA	57
Aves	Psittaciformes	Psittacidae	Cacatua	goffiniana	NA	NA	NA	26
Aves	Psittaciformes	Psittacidae	Cacatua	haematuropygia	NA	NA	NA	17.3
Aves	Psittaciformes	Psittacidae	Cacatua	leadbeateri	NA	NA	NA	80
Aves	Psittaciformes	Psittacidae	Cacatua	moluccensis	NA	NA	NA	65.8
Aves	Psittaciformes	Psittacidae	Cacatua	ophthalmica	NA	NA	NA	31.9
Aves	Psittaciformes	Psittacidae	Cacatua	pastinator	NA	NA	NA	26.3
Aves	Psittaciformes	Psittacidae	Cacatua	sanguinea	NA	NA	NA	46.9
Aves	Psittaciformes	Psittacidae	Cacatua	sulphurea	NA	NA	NA	49.7
Aves	Psittaciformes	Psittacidae	Cacatua	tenuirostris	NA	NA	NA	43
Aves	Psittaciformes	Psittacidae	Callocephalon	fimbriatum	NA	NA	NA	27.5
Aves	Psittaciformes	Psittacidae	Calyptorhynchus	banksii	NA	NA	NA	45.4
Aves	Psittaciformes	Psittacidae	Calyptorhynchus	baudinii	NA	NA	NA	47
Aves	Psittaciformes	Psittacidae	Calyptorhynchus	funereus	NA	NA	NA	41
Aves	Psittaciformes	Psittacidae	Calyptorhynchus	lathami	NA	NA	NA	NA
Aves	Psittaciformes	Psittacidae	Chalcopsitta	atra	NA	NA	NA	17.5
Aves	Psittaciformes	Psittacidae	Chalcopsitta	sintillata	NA	NA	NA	19.7
Aves	Psittaciformes	Psittacidae	Charmosyna	papou	NA	NA	NA	11.3
Aves	Psittaciformes	Psittacidae	Conuropsis	carolinensis	NA	NA	NA	30
Aves	Psittaciformes	Psittacidae	Coracopsis	nigra	NA	NA	NA	34.1
Aves	Psittaciformes	Psittacidae	Coracopsis	vasa	NA	NA	NA	53.9
Aves	Psittaciformes	Psittacidae	Cyanoliseus	patagonus	NA	NA	NA	19.5
Aves	Psittaciformes	Psittacidae	Cyanopsitta	spixii	NA	NA	NA	27
Aves	Psittaciformes	Psittacidae	Cyanoramphus	auriceps	NA	NA	NA	9.3
Aves	Psittaciformes	Psittacidae	Cyanoramphus	novaezelandiae	NA	NA	NA	12.4
Aves	Psittaciformes	Psittacidae	Deroptyus	accipitrinus	NA	NA	NA	21.8
Aves	Psittaciformes	Psittacidae	Diopsittaca	nobilis	NA	NA	NA	22.9
Aves	Psittaciformes	Psittacidae	Eclectus	roratus	NA	NA	NA	28.5
Aves	Psittaciformes	Psittacidae	Enicognathus	leptorhynchus	NA	NA	NA	15.3
Aves	Psittaciformes	Psittacidae	Eolophus	roseicapilla	1.248	268.7	NA	40
Aves	Psittaciformes	Psittacidae	Eos	bornea	NA	NA	NA	24.7
Aves	Psittaciformes	Psittacidae	Eos	cyanogenia	NA	NA	NA	18.1
Aves	Psittaciformes	Psittacidae	Eos	histrio	NA	NA	NA	15.2
Aves	Psittaciformes	Psittacidae	Eos	reticulata	NA	NA	NA	16.6
Aves	Psittaciformes	Psittacidae	Eos	squamata	NA	NA	NA	16.5
Aves	Psittaciformes	Psittacidae	Eunymphicus	cornutus	NA	NA	NA	19.7
Aves	Psittaciformes	Psittacidae	Forpus	coelestis	NA	NA	NA	10.4
Aves	Psittaciformes	Psittacidae	Forpus	cyanopygius	NA	NA	NA	10.5
Aves	Psittaciformes	Psittacidae	Forpus	passerinus	NA	NA	NA	11.6
Aves	Psittaciformes	Psittacidae	Forpus	xanthops	NA	NA	NA	10.5
Aves	Psittaciformes	Psittacidae	Glossopsitta	concinna	NA	NA	NA	11.5
Aves	Psittaciformes	Psittacidae	Glossopsitta	porphyrocephala	NA	NA	NA	12
Aves	Psittaciformes	Psittacidae	Graydidascalus	brachyurus	NA	NA	NA	13.2
Aves	Psittaciformes	Psittacidae	Guaruba	guarouba	NA	NA	NA	23.2
Aves	Psittaciformes	Psittacidae	Loriculus	galgulus	NA	NA	NA	14.3
Aves	Psittaciformes	Psittacidae	Loriculus	philippensis	NA	NA	NA	10.1
Aves	Psittaciformes	Psittacidae	Loriculus	vernalis	NA	NA	NA	10.1
Aves	Psittaciformes	Psittacidae	Lorius	domicella	NA	NA	NA	26
Aves	Psittaciformes	Psittacidae	Lorius	garrulus	NA	NA	NA	26.6
Aves	Psittaciformes	Psittacidae	Lorius	lory	NA	NA	NA	18.5
Aves	Psittaciformes	Psittacidae	Melopsittacus	undulatus	0.3035	25.2	314.15	21
Aves	Psittaciformes	Psittacidae	Myiopsitta	monachus	0.5189	80.4	NA	22.1
Aves	Psittaciformes	Psittacidae	Nandayus	nenday	NA	NA	NA	18.7
Aves	Psittaciformes	Psittacidae	Neophema	chrysostoma	NA	NA	NA	21
Aves	Psittaciformes	Psittacidae	Neophema	pulchella	NA	NA	NA	21
Aves	Psittaciformes	Psittacidae	Neophema	splendida	NA	NA	NA	14
Aves	Psittaciformes	Psittacidae	Neopsephotus	bourkii	NA	NA	NA	12.6
Aves	Psittaciformes	Psittacidae	Nestor	meridionalis	NA	NA	NA	NA
Aves	Psittaciformes	Psittacidae	Nestor	notabilis	NA	NA	NA	47
Aves	Psittaciformes	Psittacidae	Northiella	haematogaster	NA	NA	NA	15.3
Aves	Psittaciformes	Psittacidae	Nymphicus	hollandicus	NA	NA	NA	35
Aves	Psittaciformes	Psittacidae	Phigys	solitarius	NA	NA	NA	NA
Aves	Psittaciformes	Psittacidae	Pionites	leucogaster	NA	NA	NA	26
Aves	Psittaciformes	Psittacidae	Pionites	melanocephalus	NA	NA	NA	22.6
Aves	Psittaciformes	Psittacidae	Pionopsitta	pileata	NA	NA	NA	16.8
Aves	Psittaciformes	Psittacidae	Pionus	maximiliani	NA	NA	NA	16.2
Aves	Psittaciformes	Psittacidae	Pionus	menstruus	NA	NA	NA	20.6
Aves	Psittaciformes	Psittacidae	Platycercus	elegans	NA	NA	NA	26.8
Aves	Psittaciformes	Psittacidae	Platycercus	eximius	NA	NA	NA	27.4
Aves	Psittaciformes	Psittacidae	Platycercus	icterotis	NA	NA	NA	13.2
Aves	Psittaciformes	Psittacidae	Platycercus	venustus	NA	NA	NA	19.1
Aves	Psittaciformes	Psittacidae	Poicephalus	cryptoxanthus	NA	NA	NA	32.1
Aves	Psittaciformes	Psittacidae	Poicephalus	gulielmi	NA	NA	NA	21
Aves	Psittaciformes	Psittacidae	Poicephalus	meyeri	NA	NA	NA	34.2
Aves	Psittaciformes	Psittacidae	Poicephalus	robustus	NA	NA	NA	29.7
Aves	Psittaciformes	Psittacidae	Poicephalus	rueppellii	NA	NA	NA	34.3
Aves	Psittaciformes	Psittacidae	Poicephalus	rufiventris	NA	NA	NA	33.4
Aves	Psittaciformes	Psittacidae	Poicephalus	senegalus	NA	NA	NA	40
Aves	Psittaciformes	Psittacidae	Polytelis	alexandrae	NA	NA	NA	23.9
Aves	Psittaciformes	Psittacidae	Polytelis	anthopeplus	NA	NA	NA	13.8
Aves	Psittaciformes	Psittacidae	Polytelis	swainsonii	NA	NA	NA	15.1
Aves	Psittaciformes	Psittacidae	Primolius	maracana	NA	NA	NA	31
Aves	Psittaciformes	Psittacidae	Probosciger	aterrimus	NA	NA	NA	56.3
Aves	Psittaciformes	Psittacidae	Prosopeia	personata	NA	NA	NA	11.8
Aves	Psittaciformes	Psittacidae	Prosopeia	splendens	NA	NA	NA	20.1
Aves	Psittaciformes	Psittacidae	Prosopeia	tabuensis	NA	NA	NA	NA
Aves	Psittaciformes	Psittacidae	Psephotus	dissimilis	NA	NA	NA	18
Aves	Psittaciformes	Psittacidae	Psephotus	haematonotus	NA	NA	NA	12.2
Aves	Psittaciformes	Psittacidae	Psephotus	varius	NA	NA	NA	11.8
Aves	Psittaciformes	Psittacidae	Pseudeos	fuscata	NA	NA	NA	13.4
Aves	Psittaciformes	Psittacidae	Psilopsiagon	aymara	NA	NA	NA	8.5
Aves	Psittaciformes	Psittacidae	Psittacula	alexandri	NA	NA	NA	23.3
Aves	Psittaciformes	Psittacidae	Psittacula	calthropae	NA	NA	NA	14
Aves	Psittaciformes	Psittacidae	Psittacula	columboides	NA	NA	NA	NA
Aves	Psittaciformes	Psittacidae	Psittacula	cyanocephala	NA	NA	NA	18.8
Aves	Psittaciformes	Psittacidae	Psittacula	eupatria	NA	NA	NA	30
Aves	Psittaciformes	Psittacidae	Psittacula	krameri	NA	NA	NA	34
Aves	Psittaciformes	Psittacidae	Psittaculirostris	desmarestii	NA	NA	NA	14.9
Aves	Psittaciformes	Psittacidae	Psittaculirostris	edwardsii	NA	NA	NA	12
Aves	Psittaciformes	Psittacidae	Psittaculirostris	salvadorii	NA	NA	NA	12
Aves	Psittaciformes	Psittacidae	Psittacus	erithacus	NA	NA	NA	49.7
Aves	Psittaciformes	Psittacidae	Psitteuteles	goldiei	NA	NA	NA	NA
Aves	Psittaciformes	Psittacidae	Psitteuteles	iris	NA	NA	NA	24.1
Aves	Psittaciformes	Psittacidae	Psittinus	cyanurus	NA	NA	NA	10.2
Aves	Psittaciformes	Psittacidae	Psittrichas	fulgidus	NA	NA	NA	25
Aves	Psittaciformes	Psittacidae	Purpureicephalus	spurius	NA	NA	NA	15.3
Aves	Psittaciformes	Psittacidae	Pyrrhura	leucotis	NA	NA	NA	18.5
Aves	Psittaciformes	Psittacidae	Pyrrhura	perlata	NA	NA	NA	14.3
Aves	Psittaciformes	Psittacidae	Rhynchopsitta	pachyrhyncha	NA	NA	NA	33
Aves	Psittaciformes	Psittacidae	Strigops	habroptila	NA	NA	NA	60
Aves	Psittaciformes	Psittacidae	Tanygnathus	megalorynchos	NA	NA	NA	23
Aves	Psittaciformes	Psittacidae	Tanygnathus	sumatranus	NA	NA	NA	14.4
Aves	Psittaciformes	Psittacidae	Trichoglossus	euteles	NA	NA	NA	16
Aves	Psittaciformes	Psittacidae	Trichoglossus	haematodus	NA	NA	NA	16.1
Aves	Psittaciformes	Psittacidae	Trichoglossus	johnstoniae	NA	NA	NA	17.8
Aves	Psittaciformes	Psittacidae	Trichoglossus	ornatus	NA	NA	NA	19.4
Aves	Psittaciformes	Psittacidae	Triclaria	malachitacea	NA	NA	NA	11.9
Aves	Psittaciformes	Psittacidae	Vini	australis	NA	NA	NA	13.6
Aves	Psittaciformes	Psittacidae	Vini	peruviana	NA	NA	NA	18.4
Aves	Rheiformes	Rheidae	Rhea	americana	NA	NA	NA	NA
Aves	Sphenisciformes	Spheniscidae	Aptenodytes	forsteri	NA	NA	NA	NA
Aves	Sphenisciformes	Spheniscidae	Eudyptula	minor	NA	NA	NA	16
Aves	Sphenisciformes	Spheniscidae	Pygoscelis	papua	NA	NA	NA	NA
Aves	Sphenisciformes	Spheniscidae	Spheniscus	demersus	NA	NA	NA	27.3
Aves	Sphenisciformes	Spheniscidae	Spheniscus	humboldti	NA	NA	NA	NA
Aves	Sphenisciformes	Spheniscidae	Spheniscus	magellanicus	NA	NA	NA	30
Aves	Strigiformes	Strigidae	Aegolius	acadicus	0.654	124	NA	17.5
Aves	Strigiformes	Strigidae	Aegolius	funereus	NA	NA	NA	15.9
Aves	Strigiformes	Strigidae	Asio	flammeus	NA	NA	NA	21.8
Aves	Strigiformes	Strigidae	Asio	otus	0.954	252	NA	27.8
Aves	Strigiformes	Strigidae	Athene	cunicularia	NA	NA	NA	11
Aves	Strigiformes	Strigidae	Athene	noctua	NA	NA	NA	11.1
Aves	Strigiformes	Strigidae	Bubo	bubo	NA	NA	NA	68
Aves	Strigiformes	Strigidae	Bubo	scandiacus	4.2244	2026	NA	28
Aves	Strigiformes	Strigidae	Bubo	virginianus	5.2442	1450	NA	29
Aves	Strigiformes	Strigidae	Glaucidium	passerinum	NA	NA	NA	6
Aves	Strigiformes	Strigidae	Megascops	asio	0.586	166	NA	20.7
Aves	Strigiformes	Strigidae	Megascops	kennicottii	NA	NA	NA	19
Aves	Strigiformes	Strigidae	Micrathene	whitneyi	0.259435	45.9	NA	14
Aves	Strigiformes	Strigidae	Otus	flammeolus	NA	NA	NA	8.1
Aves	Strigiformes	Strigidae	Otus	scops	NA	NA	NA	6.8
Aves	Strigiformes	Strigidae	Pulsatrix	perspicillata	NA	NA	NA	25
Aves	Strigiformes	Strigidae	Strix	aluco	NA	NA	NA	22.4
Aves	Strigiformes	Strigidae	Strix	nebulosa	NA	NA	NA	15.9
Aves	Strigiformes	Strigidae	Strix	occidentalis	2.675	571	NA	25
Aves	Strigiformes	Strigidae	Strix	uralensis	NA	NA	NA	23.8
Aves	Strigiformes	Strigidae	Strix	varia	NA	NA	NA	24
Aves	Strigiformes	Strigidae	Surnia	ulula	NA	NA	NA	16.2
Aves	Strigiformes	Tytonidae	Tyto	alba	NA	NA	NA	34
Aves	Suliformes	Anhingidae	Anhinga	anhinga	3.2258	1040	NA	16.4
Aves	Suliformes	Anhingidae	Anhinga	melanogaster	NA	NA	NA	16
Aves	Suliformes	Fregatidae	Fregata	andrewsi	NA	NA	NA	25.6
Aves	Suliformes	Fregatidae	Fregata	ariel	NA	NA	NA	27.6
Aves	Suliformes	Fregatidae	Fregata	magnificens	NA	NA	NA	34
Aves	Suliformes	Fregatidae	Fregata	minor	NA	NA	NA	43
Aves	Suliformes	Phalacrocoracidae	Phalacrocorax	aristotelis	NA	NA	NA	30.6
Aves	Suliformes	Phalacrocoracidae	Phalacrocorax	auritus	5.6096	1330	NA	22.5
Aves	Suliformes	Phalacrocoracidae	Phalacrocorax	brasilianus	NA	NA	NA	12.6
Aves	Suliformes	Phalacrocoracidae	Phalacrocorax	carbo	NA	NA	NA	27.2
Aves	Suliformes	Phalacrocoracidae	Phalacrocorax	pelagicus	NA	NA	NA	17.8
Aves	Suliformes	Phalacrocoracidae	Phalacrocorax	penicillatus	NA	NA	NA	18
Aves	Suliformes	Sulidae	Morus	bassanus	NA	NA	NA	37.4
Aves	Suliformes	Sulidae	Morus	serrator	NA	NA	NA	33
Aves	Suliformes	Sulidae	Sula	dactylatra	5.5209	1289	NA	25.5
Aves	Suliformes	Sulidae	Sula	granti	NA	NA	NA	21
Aves	Suliformes	Sulidae	Sula	leucogaster	NA	NA	NA	27.2
Aves	Suliformes	Sulidae	Sula	nebouxii	NA	NA	NA	18
Aves	Suliformes	Sulidae	Sula	sula	NA	NA	NA	23
Aves	Tinamiformes	Tinamidae	Tinamus	solitarius	NA	NA	NA	15
Reptilia	Crocodilia	Alligatoridae	Alligator	mississippiensis	0.1539	1079	295.31	73.1
Reptilia	Crocodilia	Alligatoridae	Alligator	sinensis	NA	NA	NA	60.7
Reptilia	Crocodilia	Alligatoridae	Caiman	crocodilus	NA	NA	NA	24.1
Reptilia	Crocodilia	Alligatoridae	Caiman	latirostris	NA	NA	NA	22
Reptilia	Crocodilia	Alligatoridae	Melanosuchus	niger	NA	NA	NA	15.3
Reptilia	Crocodilia	Alligatoridae	Paleosuchus	palpebrosus	NA	NA	NA	24.1
Reptilia	Crocodilia	Alligatoridae	Paleosuchus	trigonatus	NA	NA	NA	30.9
Reptilia	Crocodilia	Crocodylidae	Crocodylus	acutus	NA	NA	NA	32.9
Reptilia	Crocodilia	Crocodylidae	Crocodylus	intermedius	NA	NA	NA	21.8
Reptilia	Crocodilia	Crocodylidae	Crocodylus	johnstoni	NA	NA	NA	50
Reptilia	Crocodilia	Crocodylidae	Crocodylus	moreletii	NA	NA	NA	25.4
Reptilia	Crocodilia	Crocodylidae	Crocodylus	niloticus	NA	NA	NA	43.8
Reptilia	Crocodilia	Crocodylidae	Crocodylus	novaeguineae	NA	NA	NA	24.6
Reptilia	Crocodilia	Crocodylidae	Crocodylus	palustris	NA	NA	NA	31.5
Reptilia	Crocodilia	Crocodylidae	Crocodylus	porosus	NA	NA	NA	41.7
Reptilia	Crocodilia	Crocodylidae	Crocodylus	rhombifer	NA	NA	NA	38.2
Reptilia	Crocodilia	Crocodylidae	Crocodylus	siamensis	NA	NA	NA	21.9
Reptilia	Crocodilia	Crocodylidae	Mecistops	cataphractus	NA	NA	NA	56.1
Reptilia	Crocodilia	Crocodylidae	Osteolaemus	tetraspis	NA	NA	NA	70
Reptilia	Crocodilia	Gavialidae	Gavialis	gangeticus	NA	NA	NA	28.8
Reptilia	Crocodilia	Gavialidae	Tomistoma	schlegelii	NA	NA	NA	24.7
Reptilia	Rhynchocephalia	Sphenodontidae	Sphenodon	punctatus	0.0605	430	295.5	90
Reptilia	Squamata	Acrochordidae	Acrochordus	arafurae	NA	NA	NA	8.8
Reptilia	Squamata	Acrochordidae	Acrochordus	javanicus	NA	NA	NA	5.8
Reptilia	Squamata	Agamidae	Acanthocercus	atricollis	NA	NA	NA	6
Reptilia	Squamata	Agamidae	Agama	impalearis	NA	NA	NA	6
Reptilia	Squamata	Agamidae	Amphibolurus	nobbi	NA	NA	NA	NA
Reptilia	Squamata	Agamidae	Calotes	versicolor	NA	NA	NA	5
Reptilia	Squamata	Agamidae	Chlamydosaurus	kingii	NA	NA	NA	9.9
Reptilia	Squamata	Agamidae	Hydrosaurus	amboinensis	NA	NA	NA	24.4
Reptilia	Squamata	Agamidae	Hydrosaurus	pustulatus	NA	NA	NA	15.2
Reptilia	Squamata	Agamidae	Laudakia	stellio	NA	NA	NA	6
Reptilia	Squamata	Agamidae	Leiolepis	belliana	NA	NA	NA	5.6
Reptilia	Squamata	Agamidae	Physignathus	cocincinus	NA	NA	NA	15.3
Reptilia	Squamata	Agamidae	Physignathus	lesueurii	NA	NA	NA	18.9
Reptilia	Squamata	Agamidae	Pogona	barbata	NA	NA	NA	9.9
Reptilia	Squamata	Agamidae	Pogona	vitticeps	NA	NA	NA	12
Reptilia	Squamata	Agamidae	Uromastyx	acanthinura	NA	NA	NA	11.4
Reptilia	Squamata	Agamidae	Uromastyx	aegyptia	NA	NA	NA	15.3
Reptilia	Squamata	Agamidae	Uromastyx	dispar	NA	NA	NA	17
Reptilia	Squamata	Amphisbaenidae	Amphisbaena	alba	NA	NA	NA	15.1
Reptilia	Squamata	Amphisbaenidae	Blanus	cinereus	NA	NA	NA	16
Reptilia	Squamata	Anguidae	Anguis	fragilis	NA	NA	NA	54
Reptilia	Squamata	Anguidae	Diploglossus	monotropis	NA	NA	NA	12.3
Reptilia	Squamata	Anguidae	Elgaria	kingii	NA	NA	NA	12.3
Reptilia	Squamata	Anguidae	Elgaria	multicarinata	0.0132	31.5	295.5	9.8
Reptilia	Squamata	Anguidae	Gerrhonotus	liocephalus	NA	NA	NA	NA
Reptilia	Squamata	Anguidae	Ophisaurus	ventralis	NA	NA	NA	14.8
Reptilia	Squamata	Anguidae	Pseudopus	apodus	NA	NA	NA	54
Reptilia	Squamata	Atractaspididae	Atractaspis	bibronii	NA	NA	NA	23.9
Reptilia	Squamata	Boidae	Boa	constrictor	0.3589	3532	293	40.4
Reptilia	Squamata	Boidae	Boa	dumerili	NA	NA	NA	26
Reptilia	Squamata	Boidae	Boa	madagascariensis	NA	NA	NA	28.4
Reptilia	Squamata	Boidae	Boa	manditra	NA	NA	NA	21.8
Reptilia	Squamata	Boidae	Candoia	aspera	NA	NA	NA	9.9
Reptilia	Squamata	Boidae	Candoia	bibroni	NA	NA	NA	16.9
Reptilia	Squamata	Boidae	Candoia	carinata	NA	NA	NA	16.6
Reptilia	Squamata	Boidae	Charina	bottae	NA	NA	NA	26.5
Reptilia	Squamata	Boidae	Charina	trivirgata	NA	NA	NA	31
Reptilia	Squamata	Boidae	Corallus	annulatus	NA	NA	NA	15.3
Reptilia	Squamata	Boidae	Corallus	caninus	NA	NA	NA	18.6
Reptilia	Squamata	Boidae	Corallus	hortulanus	NA	NA	NA	15
Reptilia	Squamata	Boidae	Epicrates	angulifer	NA	NA	NA	22.6
Reptilia	Squamata	Boidae	Epicrates	cenchria	NA	NA	NA	31
Reptilia	Squamata	Boidae	Epicrates	chrysogaster	NA	NA	NA	14.2
Reptilia	Squamata	Boidae	Epicrates	exsul	NA	NA	NA	21.7
Reptilia	Squamata	Boidae	Epicrates	fordii	NA	NA	NA	24.4
Reptilia	Squamata	Boidae	Epicrates	inornatus	NA	NA	NA	23.9
Reptilia	Squamata	Boidae	Epicrates	striatus	NA	NA	NA	22.1
Reptilia	Squamata	Boidae	Epicrates	subflavus	NA	NA	NA	24.3
Reptilia	Squamata	Boidae	Eryx	jaculus	NA	NA	NA	24.7
Reptilia	Squamata	Boidae	Eryx	johnii	NA	NA	NA	24.4
Reptilia	Squamata	Boidae	Eryx	tataricus	NA	NA	NA	24
Reptilia	Squamata	Boidae	Eunectes	deschauenseei	NA	NA	NA	23.2
Reptilia	Squamata	Boidae	Eunectes	murinus	NA	NA	NA	31.8
Reptilia	Squamata	Boidae	Eunectes	notaeus	NA	NA	NA	23.6
Reptilia	Squamata	Boidae	Gongylophis	colubrinus	NA	NA	NA	20.7
Reptilia	Squamata	Boidae	Gongylophis	conicus	NA	NA	NA	28.2
Reptilia	Squamata	Bolyeriidae	Casarea	dussumieri	NA	NA	NA	17.8
Reptilia	Squamata	Chamaeleonidae	Calumma	parsonii	NA	NA	NA	4
Reptilia	Squamata	Chamaeleonidae	Chamaeleo	chamaeleon	NA	NA	NA	3.6
Reptilia	Squamata	Chamaeleonidae	Chamaeleo	dilepis	NA	NA	NA	4
Reptilia	Squamata	Chamaeleonidae	Chamaeleo	jacksonii	NA	NA	NA	8.2
Reptilia	Squamata	Chamaeleonidae	Furcifer	labordi	NA	NA	NA	0.4
Reptilia	Squamata	Chamaeleonidae	Furcifer	pardalis	NA	NA	NA	5.2
Reptilia	Squamata	Colubridae	Arizona	elegans	NA	NA	NA	19.1
Reptilia	Squamata	Colubridae	Bogertophis	subocularis	NA	NA	NA	23.8
Reptilia	Squamata	Colubridae	Boiga	blandingii	NA	NA	NA	12.6
Reptilia	Squamata	Colubridae	Boiga	cynodon	NA	NA	NA	9.6
Reptilia	Squamata	Colubridae	Boiga	dendrophila	NA	NA	NA	17
Reptilia	Squamata	Colubridae	Boiga	irregularis	NA	NA	NA	13.1
Reptilia	Squamata	Colubridae	Boiga	trigonata	NA	NA	NA	8.2
Reptilia	Squamata	Colubridae	Cemophora	coccinea	NA	NA	NA	10.4
Reptilia	Squamata	Colubridae	Chilomeniscus	stramineus	NA	NA	NA	4
Reptilia	Squamata	Colubridae	Clelia	clelia	NA	NA	NA	11.5
Reptilia	Squamata	Colubridae	Clonophis	kirtlandii	NA	NA	NA	8.4
Reptilia	Squamata	Colubridae	Coluber	constrictor	NA	NA	NA	10
Reptilia	Squamata	Colubridae	Coluber	ravergieri	NA	NA	NA	13.8
Reptilia	Squamata	Colubridae	Dasypeltis	atra	NA	NA	NA	NA
Reptilia	Squamata	Colubridae	Dasypeltis	medici	NA	NA	NA	8.6
Reptilia	Squamata	Colubridae	Dasypeltis	scabra	NA	NA	NA	22.1
Reptilia	Squamata	Colubridae	Dinodon	rufozonatum	NA	NA	NA	13.7
Reptilia	Squamata	Colubridae	Drymarchon	corais	NA	NA	NA	25.9
Reptilia	Squamata	Colubridae	Elaphe	bairdi	NA	NA	NA	16.3
Reptilia	Squamata	Colubridae	Elaphe	climacophora	NA	NA	NA	13.1
Reptilia	Squamata	Colubridae	Elaphe	flavirufa	NA	NA	NA	16.3
Reptilia	Squamata	Colubridae	Elaphe	guttata	NA	NA	NA	32.3
Reptilia	Squamata	Colubridae	Elaphe	helena	NA	NA	NA	15
Reptilia	Squamata	Colubridae	Elaphe	moellendorffi	NA	NA	NA	21.1
Reptilia	Squamata	Colubridae	Elaphe	obsoleta	NA	NA	NA	33.9
Reptilia	Squamata	Colubridae	Elaphe	quadrivirgata	NA	NA	NA	16.8
Reptilia	Squamata	Colubridae	Elaphe	schrenckii	NA	NA	NA	13.7
Reptilia	Squamata	Colubridae	Elaphe	situla	NA	NA	NA	23
Reptilia	Squamata	Colubridae	Elaphe	taeniura	NA	NA	NA	11.6
Reptilia	Squamata	Colubridae	Elaphe	vulpina	NA	NA	NA	17
Reptilia	Squamata	Colubridae	Enhydris	chinensis	NA	NA	NA	4.2
Reptilia	Squamata	Colubridae	Erpeton	tentaculatum	NA	NA	NA	13.6
Reptilia	Squamata	Colubridae	Farancia	abacura	NA	NA	NA	19
Reptilia	Squamata	Colubridae	Gonyosoma	oxycephalum	NA	NA	NA	15.1
Reptilia	Squamata	Colubridae	Heterodon	nasicus	NA	NA	NA	19.8
Reptilia	Squamata	Colubridae	Heterodon	platirhinos	NA	NA	NA	9.1
Reptilia	Squamata	Colubridae	Hydrodynastes	gigas	NA	NA	NA	16.9
Reptilia	Squamata	Colubridae	Hypsiglena	torquata	NA	NA	NA	12.2
Reptilia	Squamata	Colubridae	Lampropeltis	alterna	NA	NA	NA	19.7
Reptilia	Squamata	Colubridae	Lampropeltis	calligaster	NA	NA	NA	23.8
Reptilia	Squamata	Colubridae	Lampropeltis	getula	NA	NA	NA	33.3
Reptilia	Squamata	Colubridae	Lampropeltis	mexicana	NA	NA	NA	15.6
Reptilia	Squamata	Colubridae	Lampropeltis	pyromelana	NA	NA	NA	22.4
Reptilia	Squamata	Colubridae	Lampropeltis	triangulum	NA	NA	NA	22.6
Reptilia	Squamata	Colubridae	Lampropeltis	zonata	NA	NA	NA	28.8
Reptilia	Squamata	Colubridae	Lamprophis	fuliginosus	NA	NA	NA	9
Reptilia	Squamata	Colubridae	Leioheterodon	madagascariensis	NA	NA	NA	27.2
Reptilia	Squamata	Colubridae	Leptophis	mexicanus	NA	NA	NA	7.7
Reptilia	Squamata	Colubridae	Macroprotodon	cucullatus	NA	NA	NA	5.9
Reptilia	Squamata	Colubridae	Masticophis	flagellum	NA	NA	NA	20.2
Reptilia	Squamata	Colubridae	Mehelya	capensis	NA	NA	NA	10.9
Reptilia	Squamata	Colubridae	Natrix	natrix	0.0295	94.2	290.25	20
Reptilia	Squamata	Colubridae	Nerodia	erythrogaster	NA	NA	NA	14.8
Reptilia	Squamata	Colubridae	Nerodia	sipedon	NA	NA	NA	9.6
Reptilia	Squamata	Colubridae	Nerodia	taxispilota	NA	NA	NA	6.1
Reptilia	Squamata	Colubridae	Opheodrys	aestivus	NA	NA	NA	7.2
Reptilia	Squamata	Colubridae	Opheodrys	vernalis	NA	NA	NA	6.1
Reptilia	Squamata	Colubridae	Oxybelis	aeneus	NA	NA	NA	15.2
Reptilia	Squamata	Colubridae	Pituophis	catenifer	NA	NA	NA	33.8
Reptilia	Squamata	Colubridae	Pituophis	melanoleucus	NA	NA	NA	22.4
Reptilia	Squamata	Colubridae	Psammophis	subtaeniatus	NA	NA	NA	5.8
Reptilia	Squamata	Colubridae	Pseudaspis	cana	NA	NA	NA	8.3
Reptilia	Squamata	Colubridae	Ptyas	mucosus	NA	NA	NA	11.3
Reptilia	Squamata	Colubridae	Regina	septemvittata	NA	NA	NA	19.3
Reptilia	Squamata	Colubridae	Rhamphiophis	oxyrhynchus	NA	NA	NA	13.3
Reptilia	Squamata	Colubridae	Rhinocheilus	lecontei	NA	NA	NA	19.8
Reptilia	Squamata	Colubridae	Salvadora	hexalepis	NA	NA	NA	14.3
Reptilia	Squamata	Colubridae	Senticolis	triaspis	NA	NA	NA	19.8
